date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:57:41	40476/40476	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:40%20GMT	https://www.lovevivah.com/login_controller/login?forgot_password=1	www.lovevivah.com/login_controller/logindd8a.html	(from https://www.lovevivah.com/)
16:57:42	45479/45479	---M--	200	added ('OK')	application/javascript	etag:%22b1a7-55f90b881d8c0%22	https://www.lovevivah.com/assets/js/jquery.mCustomScrollbar.concat.min.js	www.lovevivah.com/assets/js/jquery.mCustomScrollbar.concat.min.js	(from https://www.lovevivah.com/)
16:57:43	40474/40474	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:41%20GMT	https://www.lovevivah.com/login_controller/login?resend_activation=1	www.lovevivah.com/login_controller/login59e0.html	(from https://www.lovevivah.com/)
16:57:43	40432/40432	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:42%20GMT	https://www.lovevivah.com/login-help	www.lovevivah.com/login-help.html	(from https://www.lovevivah.com/)
16:57:45	6255/6255	---M--	200	added ('OK')	image/png	etag:%22186f-58f1d4a01aa80%22	https://www.lovevivah.com/assets/images/planyourvivah.png?v=1	www.lovevivah.com/assets/images/planyourvivah3860.png	(from https://www.lovevivah.com/)
16:57:46	12611/12611	---M--	200	added ('OK')	image/png	etag:%223143-58f1d4af5ce80%22	https://www.lovevivah.com/assets/img/harmony.png?v=1	www.lovevivah.com/assets/img/harmony3860.png	(from https://www.lovevivah.com/)
16:57:47	261/261	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:46%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.eot	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:48	70419/70419	---M--	200	added ('OK')	image/png	etag:%2211313-55705a61e2640%22	https://www.lovevivah.com/assets/images/downloadapp.png	www.lovevivah.com/assets/images/downloadapp.png	(from https://www.lovevivah.com/)
16:57:48	261/261	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:47%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.eot?	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:48	263/263	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:48%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.woff2	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:49	262/262	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:49%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.woff	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:50	261/261	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:50%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.ttf	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:51	261/261	---M--	403	error ('Forbidden')	text/html	date:Fri,%2027%20Mar%202020%2011:27:51%20GMT	https://www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.svg	www.lovevivah.com/assets/css/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://www.lovevivah.com/assets/css/bootstrap/css/bootstrap.min.css?v=4)
16:57:52	1543/1543	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:52%20GMT	https://www.lovevivah.com/assets/images/arrow.png	www.lovevivah.com/assets/images/arrow.html	(from https://www.lovevivah.com/assets/css/style.css?v=32)
16:57:53	141/141	---M--	200	added ('OK')	image/svg+xml	etag:%228d-56734fde29ac0%22	https://www.lovevivah.com/assets/img/triangle-down.svg	www.lovevivah.com/assets/img/triangle-down.svg	(from https://www.lovevivah.com/assets/css/style.css?v=32)
16:57:54	1543/1543	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:54%20GMT	https://www.lovevivah.com/assets/images/page-header-img.jpg	www.lovevivah.com/assets/images/page-header-img.html	(from https://www.lovevivah.com/assets/css/style.css?v=32)
16:57:56	34034/34034	---M--	200	added ('OK')	image/png	etag:%2284f2-55faa2269ee80%22	https://www.lovevivah.com/assets/images/LV-icons.png	www.lovevivah.com/assets/images/LV-icons.png	(from https://www.lovevivah.com/assets/css/style.css?v=32)
16:57:58	1543/1543	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202020%2011:27:57%20GMT	https://www.lovevivah.com/assets/css/mCSB_buttons.png	www.lovevivah.com/assets/css/mCSB_buttons.html	(from https://www.lovevivah.com/assets/css/jquery.mCustomScrollbar.min.css)
16:57:58	89586/89586	---M--	200	added ('OK')	image/jpeg	etag:%2215df2-55faa21efdc80%22	https://www.lovevivah.com/assets/images/parallax-2.jpg?v=1	www.lovevivah.com/assets/images/parallax-23860.jpg	(from https://www.lovevivah.com/assets/css/style.css?v=32)
16:57:59	23391/23391	---M--	200	added ('OK')	text/css	etag:%225b5f-58ea350dc94c0%22	https://www.lovevivah.com/assets/css/gvivah.css	www.lovevivah.com/assets/css/gvivah.css	(from https://www.lovevivah.com/guaranteed-vivah)
16:57:59	13400/13400	---M--	200	added ('OK')	image/png	etag:%223458-58ed00bced780%22	https://www.lovevivah.com/assets/images/new-logo.png	www.lovevivah.com/assets/images/new-logo.png	(from https://www.lovevivah.com/guaranteed-vivah)
16:58:04	2939/2939	---M--	200	added ('OK')	image/png	etag:%22b7b-58e93abc98240%22	https://www.lovevivah.com/assets/images/leaf.png	www.lovevivah.com/assets/images/leaf.png	(from https://www.lovevivah.com/guaranteed-vivah)
16:58:09	15312/15312	---M--	200	added ('OK')	image/png	etag:%223bd0-58e93abc98240%22	https://www.lovevivah.com/assets/images/guaranteed.png	www.lovevivah.com/assets/images/guaranteed.png	(from https://www.lovevivah.com/guaranteed-vivah)
